ano,sigla_uf,cob_ab,cob_acs,cob_esf,cob_vac_bcg,cob_vac_rota,cob_vac_menin,cob_vac_pneumo,cob_vac_polio,cob_vac_tvd1,cob_vac_penta,cob_vac_hepb,cob_vac_hepa,pct_prenatal_adeq,pct_prenatal_zero,pct_prenatal_1a6,pct_prenatal_7m,tx_mort_inf_ibge,n_obitos,n_obitos_csap,n_obitos_evit,n_obitos_maldef,tx_mort,tx_mort_csap,tx_mort_evit,pct_mort_maldef,tx_mort_aj_oms,tx_mort_csap_aj_oms,tx_mort_evit_aj_oms,tx_mort_aj_cens,tx_mort_csap_aj_cens,tx_mort_evit_aj_cens,n_hosp,n_hosp_csap,tx_hosp,tx_hosp_csap,n_leitouti_sus,n_leito_sus,tx_leito_sus,tx_leitouti_sus,n_enf,n_med,n_enf_ch,n_med_ch,tx_med,tx_enf,tx_med_ch,tx_enf_ch,n_leito_nsus,n_leitouti_nsus,tx_leito_nsus,tx_leitouti_nsus,cob_priv,pct_desp_recp_saude_mun,desp_tot_saude_pc_mun,desp_recp_saude_pc_mun,pct_desp_recp_saude_uf,desp_tot_saude_pc_uf,desp_recp_saude_pc_uf,desp_tot_saude_pc_mun_def,desp_recp_saude_pc_mun_def,desp_tot_saude_pc_uf_def,desp_recp_saude_pc_uf_def,num_familias_bf,gasto_pbf_pc_def
2010,MG,78.322843074395,70.6214714082521,68.0887296458237,100.0,93.2169467343056,100.0,49.9250951173114,100.0,99.7249524413443,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,0.947374999523163,29.1934185028076,69.1336822509766,14.627873810776,,,,,604.270751953125,157.740646362305,107.518775939941,9.86425876617432,373.622497558594,79.5153732299805,85.7458343505859,431.875823974609,95.9834213256836,93.4176559448242,1147021,261235,5747.333984375,1308.96020507812,2090,32147,161.077743530273,10.4722833633423,13230,32023,,,1.60456418991089,0.662910521030426,1.85259568691254,0.658761739730835,11917,1081,59.7120552062988,5.41652536392212,24.0929050445557,22.0157508583889,415.173986685081,215.848926580463,13.3,251.53,173.54,795.058823026684,413.351026370561,481.680336845363,332.329366899154,1135715,114.144349805404
2010,MS,68.0337793126705,94.4789616428398,61.8066611367601,100.0,87.5738910138592,3.55828979503509,32.8175450797278,99.6423426556058,100.0,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,1.51749229431152,32.4803161621094,64.9506607055664,17.027237709604,,,,,581.138488769531,156.579299926758,144.893081665039,1.36825370788574,422.138641357422,97.3333282470703,125.29052734375,470.623199462891,110.045478820801,135.498916625977,165415,35777,6642.8740234375,1436.7626953125,196,3726,149.353942871094,7.85651445388794,1395,3428,,,1.37408828735352,0.559175372123718,1.5339343547821,0.590451121330261,2039,111,81.731803894043,4.44935274124146,16.1388721466064,23.348116620734,554.48297541251,286.225825947343,14.92,384.95,282.18,1061.83575069263,548.122896895631,737.179842041197,540.375133984115,132887,105.715362804901
2010,MT,70.5013372457934,77.5343039858853,64.0856890047347,98.64652966906,85.6338202525378,2.44512783405692,9.41858545844681,100.0,97.6995130807956,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,0.856342852115631,33.0642356872559,65.640007019043,19.5198536565271,,,,,480.860687255859,128.182312011719,103.653198242188,4.10362815856934,411.141723632812,103.026802062988,103.377372741699,459.103454589844,116.873085021973,111.665786743164,181645,43993,5847.2314453125,1416.15368652344,227,4906,157.92626953125,7.30722856521606,1856,3320,,,1.06872236728668,0.597454428672791,1.43000364303589,0.613686442375183,2012,203,64.7671508789062,6.53465795516968,12.374098777771,22.2881230661075,426.874381993687,219.305980947622,12.28,279.37,211.44,817.465098037511,419.971290800513,534.993979662422,404.907925188182,167693,108.705610050142
2010,PA,50.6044090217683,82.3448304901665,42.8956410645988,100.0,66.8861217449834,2.09347289819321,0.686410612370816,100.0,100.0,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,3.07135701179504,60.6047477722168,35.6017265319824,20.2958088016012,,,,,407.120819091797,97.1240539550781,85.2884750366211,12.9252128601074,371.375091552734,85.1062088012695,87.3126449584961,414.499084472656,96.9160308837891,93.5200271606445,532735,159159,6875.931640625,2054.24145507812,368,12018,154.812225341797,4.74046421051025,3081,4897,,,0.630816638469696,0.39688503742218,0.79843008518219,0.438724786043167,4373,423,56.331657409668,5.4489574432373,9.39026355743408,18.8683974814216,261.02831177931,108.62213772173,12.48,192.52,126.33,499.869618510852,208.011560794603,368.676096089807,241.922144291634,680804,212.705784175272
2010,PB,99.2464675513936,99.6883270110136,95.5630233287895,100.0,77.0925330356101,2.32915673764317,31.1642865474663,100.0,100.0,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,1.48554491996765,39.1897659301758,58.3638572692871,22.8704052511577,,,,,608.597778320312,187.981872558594,118.54313659668,7.88449192047119,369.820617675781,86.1577377319336,93.2475738525391,414.578948974609,99.0012588500977,100.672714233398,236423,60855,6155.57275390625,1584.43713378906,326,7876,205.061660766602,8.48782348632812,2933,4338,,,1.12945342063904,0.763643801212311,1.43811333179474,0.734632849693298,1495,170,38.9242248535156,4.42616605758667,8.79585933685303,18.3769657156819,358.79796385314,135.75964543334,13.73,233.68,167.79,687.098652598937,259.979929798982,447.497559392615,321.318108055832,450525,264.245136403279
2010,PE,71.8366526466427,84.599448642582,69.3733871070262,100.0,83.2659882798451,2.53960336435095,29.049341710917,100.0,100.0,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,1.47301065921783,45.7204360961914,52.0283164978027,18.5072060487974,,,,,603.712829589844,168.213424682617,133.115249633789,5.44012355804443,412.025451660156,94.6496276855469,109.391677856445,465.641021728516,109.810943603516,119.367317199707,511592,94712,5684.05810546875,1052.30053710938,546,15947,177.179611206055,6.06634902954102,5242,10735,,,1.19271540641785,0.582413971424103,1.48802769184113,0.643977403640747,4086,736,45.3976249694824,8.17735004425049,14.5865917205811,18.5211447684758,265.425922598137,133.46055605275,17.64,372.7,209.5,508.291049992294,255.577170099224,713.721073201076,401.192822204522,1045268,258.725477793647
2010,PI,98.887618926502,99.8368054175642,98.1615572317646,100.0,80.0090093619021,0.397723376534321,0.35449880528027,97.0187360069131,97.7043212775951,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,0.898348987102509,55.5944480895996,42.5926666259766,23.4479534632901,,,,,488.007263183594,164.840240478516,110.133575439453,4.33778238296509,328.711456298828,87.2778930664062,92.6237106323242,366.548675537109,99.7564010620117,100.117416381836,224841,69270,7040.81396484375,2169.16479492188,138,7137,223.492553710938,4.32141971588135,1800,2632,,,0.824201226234436,0.563663423061371,1.07508623600006,0.606666266918182,1085,173,33.9763793945312,5.41743183135986,7.40268564224243,22.158170223855,357.241775136606,153.800521175803,11.07,245.29,132.16,684.118548813405,294.528234592109,469.730727248436,253.086603257994,420392,296.646542208162
2010,PR,68.4195676929422,59.1639702881657,54.5819781257162,100.0,91.6596275290616,5.01396934636087,35.3585937814247,99.5984339594814,95.6417682313664,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,0.723441481590271,18.6654472351074,80.3618545532227,12.0512878941087,,,,,626.27685546875,171.23371887207,120.02880859375,5.07201862335205,409.293914794922,91.3930740356445,94.661247253418,465.376342773438,107.418235778809,103.549758911133,785565,183099,7373.9287109375,1718.71069335938,1204,19986,187.604263305664,11.3016881942749,6983,15729,,,1.476447224617,0.65547913312912,1.5318808555603,0.665802240371704,8507,906,79.8533706665039,8.50442600250244,23.2639713287354,19.8573794562704,358.112401278543,205.382612830271,9.98,220.35,130.5,685.78579921421,393.308019442077,421.970588891487,249.907700704965,466607,83.7692843487718
2010,RJ,47.9813376643437,40.0376279736164,34.6997072970374,100.0,78.9015099044189,8.35726474382986,1.97303412291638,100.0,94.978067137646,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,2.26607584953308,32.4966773986816,63.9457969665527,14.0601482146812,,,,,772.394958496094,209.860794067383,168.86882019043,7.27734756469727,446.222869873047,103.354072570801,124.10865020752,514.322875976562,122.574333190918,135.752395629883,666169,150106,4086.12719726562,920.715637207031,1073,27488,168.605056762695,6.58153486251831,12677,36782,,,2.25612306594849,0.777577996253967,2.37505555152893,0.757278263568878,19275,3674,118.228408813477,22.5354690551758,34.3369216918945,19.7651180798249,405.499593895488,211.246515158972,12.09,222.76,179.76,776.532345955696,404.537401420041,426.585742597992,344.240676465322,685301,87.342787102762
2010,RN,85.4463415776877,81.2422530892823,77.8826157172129,100.0,75.7705286839145,1.21479470648117,19.0735249002966,96.6724613968708,100.0,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,1.43282699584961,49.9286727905273,47.5769920349121,20.596386374682,,,,,495.935272216797,142.101440429688,103.211822509766,3.03709244728088,309.07421875,64.2755584716797,81.4103240966797,346.322540283203,74.046142578125,88.465576171875,171242,37218,5285.34619140625,1148.72534179688,180,6255,193.059188842773,5.55566024780273,2058,3849,,,1.18798530101776,0.635197162628174,1.58283841609955,0.67684143781662,1118,262,34.5068206787109,8.08657169342041,14.6462631225586,21.8644748454389,355.279624767162,180.920678241686,15.28,318.55,222.91,680.361027838192,346.463377083237,610.02373992005,426.872992828688,338424,226.811722881202
2010,RO,66.8627753456283,89.2446978844732,59.8658313429898,100.0,84.7375081489435,5.34813747510277,23.461287724815,100.0,100.0,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,2.33017230033875,46.735050201416,49.2432746887207,22.7501171312953,,,,,449.946655273438,106.340789794922,93.5798950195312,9.23119735717773,408.09716796875,90.8756866455078,98.41943359375,453.423034667969,103.239303588867,105.099838256836,101752,32544,6364.93408203125,2035.73803710938,78,3022,189.036392211914,4.87916564941406,807,1359,,,0.850100755691528,0.504805982112885,1.15989649295807,0.609801888465881,1161,121,72.6245040893555,7.56896209716797,10.4124517440796,19.6806314865265,330.886132490553,186.492599063375,14.71,408.9,316.97,633.64745261205,357.133614026215,783.044128875557,606.998037490059,114112,160.541123982728
2010,RR,83.0400546620514,67.8089390484912,70.0829657958856,100.0,71.6761805915932,5.99681801493085,23.3834976647639,96.7099117799689,94.488842760768,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,4.692955493927,54.8059158325195,40.1622505187988,18.3737637334462,,,,,357.438659667969,78.026237487793,71.4877319335938,4.57317066192627,376.204528808594,83.1701202392578,83.7483978271484,418.906951904297,93.469970703125,89.4450607299805,33166,6691,7228.54296875,1458.30603027344,20,868,189.180938720703,4.35900783538818,314,549,,,1.19654762744904,0.684364259243011,1.10435461997986,0.732367813587189,21,8,4.57695817947388,1.74360311031342,6.26607370376587,20.1347369950959,339.459353162656,184.028347651347,13.78,645.06,522.32,650.065183384475,352.414568782239,1235.29089208233,1000.24360331201,42213,229.489323402574
2010,RS,57.1961223104585,39.387406854675,36.2901827796046,96.4352622034381,82.1771435840261,3.33223476177327,14.6195461041731,92.3415367808265,93.6277994358103,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,1.76294434070587,24.9146289825439,72.8023223876953,11.3903073150766,,,,,714.626647949219,196.038681030273,137.296722412109,4.45493125915527,389.311614990234,83.6793746948242,90.1541213989258,445.866485595703,99.3651809692383,99.3836059570312,722667,167020,6622.6015625,1530.58996582031,1428,20834,190.878524780273,13.0831594467163,7753,19766,,,1.81093645095825,0.710320234298706,2.02466464042664,0.714614868164062,9341,737,85.5810852050781,6.75230264663696,23.401403427124,19.1362065614652,353.7819723481,212.304950034094,7.62,301.9,124.15,677.493021152346,406.564305833738,578.138964312865,237.747440938861,453761,84.96963331862
2010,SC,83.6341385804241,78.5931031912927,70.7894579000948,100.0,93.346276455502,6.59459309810219,56.5266891972867,98.8183408834879,100.0,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,0.782404184341431,29.0754165649414,69.6836090087891,11.195307690837,,,,,544.313903808594,141.159362792969,106.418273925781,5.33522891998291,361.591461181641,76.1464385986328,86.3688049316406,407.736022949219,88.4350051879883,93.996208190918,389608,80277,6152.45751953125,1267.6865234375,579,11107,174.82926940918,9.11372566223145,4161,9827,,,1.54681491851807,0.654960513114929,1.67156195640564,0.667100310325623,4104,279,64.5988388061523,4.39158821105957,23.3439273834229,20.0476696573844,407.574225145198,235.41551181316,12.04,283.97,188.54,780.50526798961,450.821067183979,543.80298673708,361.05438996869,143700,44.3339237806804
2010,SE,90.8978109887759,95.4520495583704,86.7084323796009,90.8862923909946,89.504132231405,0.220389591923788,35.702479338843,99.8689085209461,98.235964662297,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,1.38464248180389,51.2670516967773,46.8015060424805,22.578700194075,,,,,516.524108886719,155.445816040039,99.0451278686523,5.30810928344727,388.899749755859,95.6583709716797,94.5460815429688,433.112030029297,108.941825866699,101.946922302246,90120,12928,4274.87890625,613.244934082031,149,2897,137.420364379883,7.06787538528442,1152,2612,,,1.23901271820068,0.546455860137939,1.59799206256866,0.610529243946075,877,88,41.6008491516113,4.17431545257568,11.7476625442505,16.8867370704613,337.052394567658,135.740063616627,13.02,328.15,227.51,645.455853973226,259.942430589861,628.407754684553,435.681999903345,230418,247.664213992386
2010,SP,51.8427744570799,33.6640244322213,27.632648422741,100.0,89.2430818182882,10.7934634004023,41.9979043662379,96.6043714184967,94.9136595547697,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,1.08522129058838,20.5759696960449,77.8515777587891,11.9781040293014,,,,,624.876708984375,144.183395385742,137.549652099609,6.16118574142456,384.386779785156,73.9982528686523,105.519264221191,465.387145996094,95.6311111450195,118.086654663086,2322022,389663,5489.5556640625,921.212951660156,4424,55001,130.029373168945,10.4588994979858,33723,86581,,,2.04688501358032,0.797254681587219,2.16124391555786,0.76422780752182,40035,5362,94.647834777832,12.6764507293701,40.9402809143066,21.2368392408421,441.696441026346,319.635681557349,12.63,345.01,242.45,845.849363880922,612.102821772118,660.694680614712,464.292122880603,1174844,51.8504418453149
2010,TO,93.8421935357041,99.4889520614898,91.8792679236346,100.0,83.6070181073594,5.0308873081243,35.8453446822178,97.2136347211627,95.3346448789497,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,1.16464388370514,49.4871482849121,48.9150428771973,19.389586733181,,,,,457.469940185547,134.749816894531,99.2930603027344,2.64542078971863,366.4248046875,89.9864349365234,95.5821685791016,406.548492431641,101.968383789062,102.384559631348,102200,22639,7232.89404296875,1602.20642089844,98,2119,149.965774536133,6.9356517791748,1183,1392,,,0.985145688056946,0.837232291698456,1.32140100002289,0.83919620513916,334,22,23.6378345489502,1.55698311328888,5.57520246505737,19.1952874872176,351.654654680151,193.055779965838,17.24,558.63,420.82,673.419204546475,369.702115548399,1069.77730915567,805.870947208148,128432,195.425526860316
2011,AC,72.7955079277877,85.1238959647418,60.0919626096878,100.0,72.2904431393486,75.1913151806371,50.8453461470012,100.0,100.0,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,9.48532295227051,57.6022911071777,31.2622776031494,21.0271563601935,,,,,405.138610839844,106.101615905762,84.2647171020508,9.06785011291504,386.131378173828,99.3350677490234,92.6753311157227,428.396057128906,111.764503479004,98.968879699707,51384,10075,6600.39404296875,1294.15710449219,34,1303,167.37336730957,4.36737871170044,647,759,,,0.974953055381775,0.83108651638031,1.18718838691711,0.908479034900665,201,30,25.8189163208008,3.85356950759888,5.97727155685425,15.5894636659176,223.807200026796,118.153130155753,16.24,798.97,574.52,402.420319378444,212.447233007464,1436.60151476494,1033.0253980284,56256,205.988139548337
2011,AL,77.3876988707557,77.3776523845263,72.8209059206651,99.8719913458938,69.842242855855,88.0302893716758,67.9798070855494,90.6120977192824,89.9504191832687,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,5.96157026290894,52.7551078796387,40.3271865844727,27.9529270659006,,,,,580.053649902344,179.993041992188,114.529716491699,7.57925224304199,458.628112792969,127.187355041504,107.392044067383,512.268615722656,144.523544311523,115.759689331055,180939,33573,5629.69091796875,1044.58190917969,224,4857,151.119491577148,6.96948003768921,1684,3154,,,0.981327712535858,0.523955583572388,1.22887647151947,0.537357807159424,921,159,28.6557655334473,4.94708633422852,10.8733539581299,18.2446885044627,387.774932204838,153.935759053975,11.93,250.71,171.63,697.245272029416,276.786793788792,450.793353651223,308.602222835784,425094,321.283028212709
2011,AM,63.8825942132357,67.8429442147426,49.630294045468,100.0,64.1314839545677,83.2841899271444,61.3904719089238,87.1464649803647,94.6713562257864,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,5.85811376571655,56.2754249572754,35.4387016296387,21.4346591826687,,,,,392.892272949219,79.711669921875,79.379997253418,13.802321434021,375.290985107422,74.0527496337891,87.1880950927734,418.349243164062,83.9557189941406,93.8275909423828,166363,33403,4598.15283203125,923.234680175781,198,5511,152.320037841797,5.47257614135742,1939,3150,,,0.870637118816376,0.535925507545471,0.945055902004242,0.538737833499908,1020,210,28.1920604705811,5.80424737930298,14.8118314743042,19.4232347607264,289.348271705512,180.511063219588,22.18,522.21,413.01,520.267551255687,324.570968688548,938.968518248994,742.619612267128,307276,225.196150252287
2011,AP,86.984374019829,85.7771020094813,69.8140176781783,100.0,68.1099608282037,74.7971460548405,61.7935086737549,84.5831001678791,92.9980414101847,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,4.73732948303223,61.9955024719238,32.4864349365234,24.3439978448915,,,,,350.550201416016,71.8248443603516,77.5876998901367,9.62309551239014,373.836395263672,80.282958984375,87.9496841430664,413.935791015625,90.9074478149414,93.3084030151367,35795,5132,5031.2529296875,721.340698242188,26,1020,143.368576049805,3.6544930934906,377,592,,,0.832099914550781,0.529901504516602,0.989278256893158,0.566165268421173,184,34,25.8625659942627,4.77895259857178,9.10334205627441,16.864014406167,243.462946627288,113.167851778676,12.99,581.5,478.76,437.762666825911,203.483368947446,1045.57590502248,860.842511244305,50831,197.466678424352
2011,BA,68.9257030046431,84.7901812282967,63.3270994326423,100.0,77.8985573830745,93.466874942571,66.4642102361481,97.3169162914638,100.0,77.83612067375063,82.32676640784312,75.82137642447513,62.957022449957634,6.23953628540039,48.6485748291016,44.0683250427246,21.9491697766544,,,,,539.150451660156,137.186172485352,92.3595962524414,13.570258140564,369.739135742188,77.7771759033203,81.3769760131836,420.221527099609,91.5102081298828,87.8242721557617,882229,237657,6138.02734375,1653.47680664062,722,25123,174.790969848633,5.02324867248535,10126,13962,,,0.971393346786499,0.704507172107697,1.20804619789124,0.727736234664917,5823,522,40.5129890441895,3.63176727294922,10.1021709442139,17.9640510986749,333.980872082214,152.299142375955,13.44,242.73,152.81,600.519952859087,273.844047504535,436.444779752548,274.76260369129,1752766,282.942470615262
